,,,,,,,,,,,,,,,
,ppt,Precip (mm/mon),,,,,,,,,,,,,
IA,40,ppt,1973,41.22,28.27,94.88,82.35,141.01,74.38,156.63,57.5,168.3,75.75,56.79,39.34
IA,40,ppt,1974,15.92,8.61,24.14,71.42,155.68,75.96,30.22,133.91,36.54,56.24,20.48,20.8
IA,40,ppt,1975,51.94,20.69,45.54,124.73,84.42,141.97,25.17,126.77,49.68,5.93,84.78,20.34
IA,40,ppt,1976,2.73,31.73,76.97,80.05,93.9,71.24,41.12,18.98,37.23,24.95,0,9.05
IA,40,ppt,1977,11.01,9.35,105.01,68.56,81.46,73.32,110.3,147.7,117.71,93.78,47.95,21.28
IA,40,ppt,1978,11.35,23.93,18.29,115.57,80.44,82.83,136.13,100.95,158.44,23.36,36.1,20.3
IA,40,ppt,1979,34.58,9.61,114.91,68.44,76.35,95.71,107.35,108,58.45,103.57,53.3,5.99
IA,40,ppt,1980,26.38,13.37,25.94,32.47,64.69,98.03,48.99,165.87,37.61,52.2,4.38,9.73
IA,40,ppt,1981,0.34,16.32,25.28,34.51,72.9,96.49,112.57,104.62,47.65,59.95,29.67,37.05
IA,40,ppt,1982,41.48,7.89,57.86,43.87,205.73,67.33,143.97,97.18,93.43,75.77,59.89,78.15
IA,40,ppt,1983,22.69,28.45,117.2,60.92,111.7,185.74,52.66,51.62,76.99,83.5,104.65,17.17
IA,40,ppt,1984,8.07,18.07,46.87,195.06,134.77,190.4,81.56,23.51,46.87,134.59,47.99,68.85
IA,40,ppt,1985,9.22,13.25,50.72,80.71,86.04,77.41,52.2,89.7,116.32,48.85,21.2,21.32
IA,40,ppt,1986,0.89,27.35,73.63,171.29,118.29,137.91,112.15,95.33,135.38,108.52,27.74,15.89
IA,40,ppt,1987,1.61,3.2,102.58,47.58,121.81,42.57,170.07,187.5,69.66,18.5,39.81,24.9
IA,40,ppt,1988,16.15,8.95,5.45,48.79,48.11,51.73,84.53,98.04,122.07,3.93,61.42,20.57
IA,40,ppt,1989,26.93,11.89,15.66,28.4,62.03,108.66,88.67,60.04,144.05,36.44,3.83,8.68
IA,40,ppt,1990,10.35,9.58,105.65,28.15,158.95,212.53,149.61,68.24,34.46,38.37,27.19,32.1
IA,40,ppt,1991,20.36,8.98,108,148.12,129.29,139.68,44.36,73.65,64.79,52.05,96.76,34.62
IA,40,ppt,1992,23.85,21.29,67.33,68.67,58.64,52.33,190.26,65.16,124.15,74.95,67.25,34.37
IA,40,ppt,1993,23.78,32.87,46.73,78.01,133.84,165.73,227.75,173.96,65.27,35.94,22.08,17.4
IA,40,ppt,1994,24.48,16.98,1.38,48.22,37.65,138.23,90.13,116.21,102.22,56.38,39.24,26.43
IA,40,ppt,1995,15.4,6.86,72.61,103.79,144.25,71.83,70.35,76.27,95.93,60.21,21.65,10.97
IA,40,ppt,1996,37.38,2.52,37.08,38.38,168.9,155.45,149.4,129.56,74.52,46.6,65.75,21.74
IA,40,ppt,1997,19.23,22.96,34.1,91.27,71.39,105.61,54.86,41.02,87.27,69.5,24.3,14.67
IA,40,ppt,1998,24.85,27.04,71.07,119.49,115.53,228.35,121.27,110.77,21.19,89.51,28.62,8.22
IA,40,ppt,1999,22.93,24.95,22.38,181.99,95.93,151.32,112.53,92.22,29.16,10.51,22.74,17.7
IA,40,ppt,2000,10.48,34.65,25.86,35.14,58.84,112.87,79.69,37.18,22.6,53.08,54.71,37.95
IA,40,ppt,2001,38.62,33.28,23.62,82.02,200.6,93.83,54.94,91.58,88.42,40.22,50.18,14.28
IA,40,ppt,2002,5.28,18.77,29.79,91.25,105.41,77.56,89.1,173.72,47.28,97.25,4.56,0.69
IA,40,ppt,2003,9.18,32.48,27.18,101.32,130.15,106.85,118.64,22.2,65.66,27.28,65.85,25.47
IA,40,ppt,2004,36.07,31.09,100.05,56.9,168.61,98.81,77.75,67.93,62.53,21.03,79.1,5.87
IA,40,ppt,2005,20.6,47.49,25.72,97.12,106.37,146.16,75.14,54.5,51.74,19.87,34.82,32.8
IA,40,ppt,2006,12.1,6.43,81.52,96.49,51.98,24.66,68.92,169.03,135.01,27.95,21.17,50.69
IA,40,ppt,2007,31.45,33.94,77.01,133.63,171.09,42.56,66.22,215.47,82.52,124.1,2.42,43.9
IA,40,ppt,2008,13.24,25.25,24.19,108.97,155.29,195.39,135.36,49.91,80.08,122.67,39,31.36
IA,40,ppt,2009,20.17,14.83,41.4,62.86,54.36,149.13,135.73,113.22,27.72,143.96,21.93,60.96
IA,40,ppt,2010,36.62,23.44,48.27,70.37,58.34,279.08,205.72,124.84,108.77,11.43,41.75,19.13
IA,40,ppt,2011,27.3,22.91,19.76,84.43,122.4,140.47,70.57,83.96,26.22,6.92,21.48,33.23
IA,40,ppt,2012,5.05,56.29,35.15,96.16,103.29,102.52,16.85,71.12,40.65,68.45,14.62,35.81
IA,40,ppt,2013,8.93,16.28,44.51,137.12,198.53,116.05,16.52,39.8,61.29,76.19,31.57,5.97
IA,40,ppt,2014,4.19,27.14,17.34,86.34,110.8,252.68,97.77,217.57,125.11,79.44,10.68,31.54
IA,40,ppt,2015,8.32,25.37,9.72,107.35,138.88,154.57,150.55,181.44,128.28,31.16,91.53,138.36
IA,40,tmax,1950,-2.38,-0.19,4.85,12.8,21.34,26.84,26.98,25.71,24.29,21.48,7.86,-1.02
IA,40,tmax,1951,-1.61,1.37,2.28,11.33,22.58,23.58,27.85,27.64,21.32,17.13,5.27,-1.66
IA,40,tmax,1952,-1.44,4.43,4.11,16.2,21.69,30.2,30.03,26.87,26.13,17.77,10.05,0.35
IA,40,tmax,1953,-0.94,2.03,8.46,12.37,21.65,29.71,30.59,29.88,27.43,22.61,12.05,4.44
IA,40,tmax,1954,-1.11,9.54,5.23,18.61,19.97,28.42,32.86,28.15,26.14,15.97,12.32,3
IA,40,tmax,1955,-0.45,-1.63,6.83,21.47,25.35,25.77,33.11,33.6,27.4,19.78,5.72,-1.68
IA,40,tmax,1956,-2.15,0.38,8.14,16.08,23.36,31.22,29.63,29.9,26.22,22.89,8.18,3.65
IA,40,tmax,1957,-3.91,3.84,8.22,15.67,21.01,26.53,31.92,29.21,22.37,15.24,6.19,5.34
IA,40,tmax,1958,-0.24,-2.6,5,16.16,24.77,25.66,26.83,29.56,25.65,20.58,11.56,1.07
IA,40,tmax,1959,-2.86,-0.82,7.6,16.37,22.42,28.77,28.85,30.84,23.61,15,4.09,5.26
IA,40,tmax,1960,-3.18,-2.93,-1.89,17.01,22.02,25.77,29.32,28.8,25.1,19.47,10.98,1.49
IA,40,tmax,1961,0,3.62,6.94,13.28,20.75,26.91,29.54,28.86,22.53,19.56,7.67,-2.42
IA,40,tmax,1962,-4.18,-0.97,2.23,16.21,25.84,26.31,28.37,28.77,22.86,18.93,10.09,2.35
IA,40,tmax,1963,-6.79,0.14,9.96,18.66,21.84,29.54,30.71,28.2,24.64,24.45,12.49,-3.42
IA,40,tmax,1964,3.07,4.56,6.27,16.61,25.39,26.99,31.34,26.89,23.28,18.38,11.07,-0.94
IA,40,tmax,1965,-1.4,-1.29,-0.5,15.47,25.29,27,29.39,28.73,19.98,19.77,10.17,5.51
IA,40,tmax,1966,-4.99,1.55,11.18,13.48,22.39,27.11,31.31,27.46,23.65,19.54,9.01,1.07
IA,40,tmax,1967,0.07,1.28,11.67,17.53,21.14,25.49,28.72,28.41,23.42,17.09,8.37,2.74
IA,40,tmax,1968,-1.65,0.98,14.14,18.17,21,29.11,29.51,28.87,23.46,18.52,7.13,-0.92
IA,40,tmax,1969,-5.42,-0.27,1.79,17.12,22.98,25.35,29.47,29.19,24.67,15.45,9.36,-0.48
IA,40,tmax,1970,-6.48,3.82,4.28,17.36,25.09,28.42,30.58,29.63,24.37,16.27,6.77,1.68
IA,40,tmax,1971,-4.16,-0.97,5.44,18.16,21.14,30.54,28.32,29.33,26.06,20.4,8.82,0.63
IA,40,tmax,1972,-3.08,-1.43,9.11,15.45,22.38,27.89,28.4,27.95,23.81,15.52,5.11,-3.05
IA,40,tmax,1973,-1.39,0.72,9.95,15.55,21.58,29.17,28.87,29.53,22.56,20.48,8.3,-1.24
IA,40,tmax,1974,-3.57,2.75,10.28,17.95,21.47,27.08,33.69,26.63,22.9,19.27,8.78,1.51
IA,40,tmax,1975,-1.28,-2.38,2.82,12.6,24.69,26.69,31.12,30.63,22.37,21.58,10.67,1.64
IA,40,tmax,1976,0.57,7.62,8.76,19.37,22.15,28.76,31.2,30.58,26.13,15.61,7.06,0.94
IA,40,tmax,1977,-6.51,5.37,11.67,20.38,26.4,29.57,31.92,26.99,24.54,16.39,7.71,-1.05
IA,40,tmax,1978,-7.62,-5.57,5.65,15.28,22,28.29,29.64,28.99,27.41,18.04,7.25,-1.92
IA,40,tmax,1979,-9.77,-6.25,5.08,13.71,22.18,27.81,28.81,27.86,26.09,18.13,6.96,4.81
IA,40,tmax,1980,-0.68,-1.86,5.79,17.87,23.98,28.02,32.39,29.55,25.93,16.91,11.4,1.68
IA,40,tmax,1981,2.99,4.21,12.24,20.9,21.82,29.32,28.97,27.29,25.49,15.82,10.47,-0.74
IA,40,tmax,1982,-7.61,-1.25,6.04,14.44,21.9,24.67,29.75,26.9,22.52,17.85,6.79,2.59
IA,40,tmax,1983,-0.67,1.67,6.29,10.86,20.06,26.41,31.53,32.79,26.05,16.82,7.19,-9.91
IA,40,tmax,1984,-2.35,4.92,2.85,13.28,20.28,27.88,29.76,30.62,23.81,17.01,9.58,2.1
IA,40,tmax,1985,-2.72,-1.3,11.68,18.73,24.63,26.64,29.99,26.43,22.46,16.56,2.44,-5.19
IA,40,tmax,1986,3.01,-1.44,11.14,18.01,22.5,28.9,30.38,25.99,24.22,17.05,6.05,1.08
IA,40,tmax,1987,2.14,8.37,10.79,19.51,25.91,30.28,30.56,26.83,24.33,15.74,10.75,2
IA,40,tmax,1988,-2.69,-0.3,11.87,17.36,26.9,31.91,30.26,31.66,25.64,15.56,9.1,2.79
IA,40,tmax,1989,3.96,-3.83,6.79,18.57,23.33,26.43,30.35,28.3,23.38,19.2,7.99,-4
IA,40,tmax,1990,4.98,4.13,9.83,16.33,20.12,27.72,28.21,28.03,26.77,18.37,11.51,-1.48
IA,40,tmax,1991,-5.07,4.71,10.72,17.23,23.16,28.2,29.27,28.49,24.31,17.58,1.57,1.96
IA,40,tmax,1992,3.22,5.08,10.88,13.81,23.37,26.68,25.59,24.84,23.24,17.88,3.71,0.71
IA,40,tmax,1993,-4.18,-4.01,4.2,13.1,20.85,25.22,26.97,27.53,20.43,16.17,5.94,1.08
IA,40,tmax,1994,-5.85,-2.62,10.67,17.57,23.62,27.7,27.3,27.05,24.86,18.47,9.23,0.88
IA,40,tmax,1995,-3.17,3.25,7.23,13.04,19.08,26.56,29.96,30.49,22.97,17.08,4.79,0.42
IA,40,tmax,1996,-3.58,1.65,5.56,15.16,18.73,27.05,27.43,26.76,21.83,18.61,2.53,-3.58
IA,40,tmax,1997,-4.64,0.66,9.62,12.88,19.37,28.97,29.35,27.26,25.19,18.39,4.96,1.2
IA,40,tmax,1998,-1.25,4.96,3.41,15.6,24.84,25.01,29.15,28.34,28.14,18.46,9.94,4.6
IA,40,tmax,1999,-3.37,4.95,8.67,15.03,21.6,25.55,30.44,27.24,24.04,19.08,14.75,3.59
IA,40,tmax,2000,0.83,6.14,12.79,17.41,24.72,26.9,28.02,29.14,26.71,19.29,3.87,-7.23
IA,40,tmax,2001,-1.28,-3.46,3.76,18.35,22.03,26.62,29.94,29.15,23,17.38,15.49,4.32
IA,40,tmax,2002,3.6,3.97,4.45,16.5,20.92,29.57,31.37,27.86,25.19,13.06,7.29,4.21
IA,40,tmax,2003,-1.34,-0.52,7.94,17.09,20.21,25.78,29.16,30.37,23.7,19.65,6.92,2
IA,40,tmax,2004,-2.64,-1.8,10.35,18.41,22.08,25.23,27.16,25.63,26.91,18.04,10.11,2.85
IA,40,tmax,2005,-3.36,4.39,9.37,18.52,21.29,28.22,30.29,28.5,27.52,18.99,10.92,-2.58
IA,40,tmax,2006,5.24,2.85,7.85,18.9,22.79,28.75,31.21,27.9,21.62,15.26,10.29,4.45
IA,40,tmax,2007,-1.66,-4.37,10.91,14.47,24.58,28.15,30.33,28.96,24.99,19.24,9.37,-2.5
IA,40,tmax,2008,-3.68,-3.03,6.12,12.82,20.98,26.97,29.04,27.98,23.81,17.14,8,-2.2
IA,40,tmax,2009,-3.74,3.57,8.49,14.64,22.41,26.2,26.18,26.12,24.15,11.6,12.31,-3.07
IA,40,tmax,2010,-6.92,-3.89,7.34,19.78,21.69,27.26,28.75,29.36,23.75,20.67,8.62,-2.04
IA,40,tmax,2011,-5.23,-0.69,7.07,14.47,21.43,26.4,30.73,28.04,22.77,19.96,9.88,2.72
IA,40,tmax,2012,3.03,2.87,17.57,19.13,25.39,28.16,33.27,29.4,25.74,15.85,10.67,2.24
IA,40,tmax,2013,-0.72,0.92,3.24,12.13,20.16,25.72,28.7,28.36,26.66,16.56,6.98,-2.31
IA,40,tmax,2014,-1.91,-3.32,5.39,16.01,22.24,26.91,26.16,26.42,23.03,18.03,4.41,1.21
IA,40,tmax,2015,0.12,-3.4,11.48,17.19,20.66,26.54,27.67,26.06,26.12,18.77,11.03,3.11
IA,40,tmean,1950,-8.89,-5.62,-0.71,6.32,14.91,20.29,20.75,19.73,17.04,14.09,1.24,-6.31
IA,40,tmean,1951,-7.28,-3.98,-2.78,6.31,16.4,18.3,22.04,21.64,15.36,11.07,-0.44,-6.77
IA,40,tmean,1952,-6.99,0.12,-0.38,9.59,15.33,23.49,23.47,20.99,18.62,9.19,3.61,-3.93
IA,40,tmean,1953,-5.83,-2.67,2.93,6.48,15.42,23.11,23.85,22.91,18.82,14.6,5.36,-1.54
IA,40,tmean,1954,-7.99,3.17,0.02,11.26,13.11,22.56,25.77,22.5,19.41,10.78,5.71,-1.82
IA,40,tmean,1955,-5.92,-7.33,0.43,13.74,17.77,19.37,26.67,25.75,19.62,12.19,-0.7,-6.95
IA,40,tmean,1956,-7.42,-5.5,1.43,8.13,16.56,23.93,22.76,23.2,17.84,15,2.68,-1.87
IA,40,tmean,1957,-9.45,-1.59,2.16,9.16,14.83,20.19,25.68,23.02,16.09,9.82,1.91,-0.02
IA,40,tmean,1958,-4.6,-8.42,0.56,9.5,17.04,19.2,21.26,23.01,18.65,12.91,4.45,-5.5
IA,40,tmean,1959,-8.9,-6.64,2.13,9.3,16.59,22.33,22.28,24.9,17.47,8.97,-1.55,0.71
IA,40,tmean,1960,-7.77,-7.36,-7.13,10.5,15.3,19.71,22.71,22.71,18.77,11.79,4.28,-4.26
IA,40,tmean,1961,-6.44,-2.29,2.47,6.86,14.1,20.35,22.99,22.39,16.54,12.28,2.28,-7.36
IA,40,tmean,1962,-9.73,-5.29,-2.66,8.85,19.32,20.26,22.43,22.09,16.02,12.87,4.57,-3.4
IA,40,tmean,1963,-12.16,-5.93,4.09,11.47,15.55,23.05,24.28,22.12,18.74,16.85,5.86,-9.19
IA,40,tmean,1964,-2.98,-2.02,-0.33,10.2,18.61,20.66,24.79,20.44,17.25,10.59,5.1,-6.43
IA,40,tmean,1965,-7.31,-7.73,-4.94,9.05,18.35,20.89,23.2,21.86,14.54,12.6,3.94,0.28
IA,40,tmean,1966,-10.19,-4.84,4.52,7.3,14.49,20.64,25.17,20.66,16.63,11.38,2.71,-4.64
IA,40,tmean,1967,-5.9,-5.49,4.4,10.37,14.11,20.03,22.03,21.19,16.17,10.43,2.24,-2.42
IA,40,tmean,1968,-7.25,-4.8,5.77,10.65,13.72,22.06,23.13,22.58,17.03,12.05,2.07,-5.67
IA,40,tmean,1969,-10.02,-4.63,-3.33,10.17,16.47,18.57,23.78,22.79,18.06,9.42,3.24,-5.08
IA,40,tmean,1970,-11.84,-2.98,-0.71,9.96,18.07,21.75,23.7,23.11,18.02,10.44,2.05,-3.85
IA,40,tmean,1971,-9.43,-5.7,0.4,10.71,14.3,23.77,21.75,21.97,18.52,14.09,3.66,-3.41
IA,40,tmean,1972,-8.67,-7.58,2.91,8.73,16.3,20.92,22.36,22.05,17.64,9.15,1.62,-7.77
IA,40,tmean,1973,-6.14,-3.62,5.53,9.05,14.87,22.14,23.13,23.32,17.23,13.96,3.61,-5.72
IA,40,tmean,1974,-8.56,-2.77,3.85,10.94,15.3,20.09,26.12,20.39,15.51,12.05,3.62,-3.29
IA,40,tmean,1975,-6.76,-6.93,-2.36,7.19,17.68,20.68,24.14,23.98,15.67,12.93,4.78,-2.96
IA,40,tmean,1976,-5.77,1.14,2.9,12.11,14.77,21.35,24.27,23.06,18.36,8.37,0.01,-6.2
IA,40,tmean,1977,-12.73,-1.96,5.72,13.27,19.81,22.34,25.08,20.84,18.37,10.35,2.61,-5.65
IA,40,tmean,1978,-12.82,-11.13,-0.27,9.64,15.54,21.35,23.41,22.37,20.39,10.85,2.01,-6.85
IA,40,tmean,1979,-14.46,-12.07,0.13,7.67,14.87,20.99,22.8,22.14,18.69,10.96,1.92,-1.2
IA,40,tmean,1980,-5.37,-6.62,0.29,10.37,16.39,21.44,25.31,23.37,18.64,9.7,4.52,-3.68
IA,40,tmean,1981,-3.93,-2.3,4.45,13.45,14.83,22.14,23.45,21.25,18.01,9.8,5.05,-5.25
IA,40,tmean,1982,-13.12,-6.51,0.82,7.61,16.6,18.37,23.79,21.47,17.01,11.57,1.7,-2.06
IA,40,tmean,1983,-4.66,-2.11,2.01,5.81,13.38,20.54,25.18,26.14,18.71,11.06,3.38,-14.22
IA,40,tmean,1984,-7.01,0.16,-1.64,8.02,14.11,21.83,22.99,23.61,16.75,11.39,3.68,-3.53
IA,40,tmean,1985,-8.5,-6.53,5.27,11.98,17.81,19.73,22.94,20.33,17.32,10.7,-2.09,-10.76
IA,40,tmean,1986,-2.76,-5.93,4.78,11.13,16.39,22.57,24.49,20.13,18.75,11.32,0.27,-3.14
IA,40,tmean,1987,-3.14,1.69,4.9,11.66,18.84,23.36,24.55,21.29,17.66,8.54,5.7,-1.65
IA,40,tmean,1988,-8.49,-6.45,4.06,9.37,19.19,24.21,23.68,24.57,18.5,8.55,3.42,-2.9
IA,40,tmean,1989,-1.46,-9.58,0.99,10.81,15.6,20.02,24.12,22.16,16.67,11.66,1.05,-9.67
IA,40,tmean,1990,-0.87,-2.15,4.05,9.27,13.86,21.76,22.74,22.41,19.85,10.82,5.05,-6.78
IA,40,tmean,1991,-10.44,-0.95,4.23,11.05,17.8,22.76,23.22,22.36,17.51,10.36,-2.69,-2.4
IA,40,tmean,1992,-1.53,0.61,4.61,7.68,16.08,19.91,20.34,19.09,16.74,10.93,0.66,-3.7
IA,40,tmean,1993,-8.91,-7.66,-0.33,7.3,15.07,19.57,22.5,22.35,14.48,10.06,0.47,-3.44
IA,40,tmean,1994,-11.16,-8.19,3.68,9.88,16.46,21.96,21.31,20.91,18.33,12.51,4.11,-3.53
IA,40,tmean,1995,-7.34,-2.35,2.25,7.16,13.48,20.9,23.52,24.77,16.13,10.88,-0.51,-3.69
IA,40,tmean,1996,-8.77,-4.19,-1.29,7.85,13.77,21.25,21.71,21.21,16.01,11.58,-1.42,-7.64
IA,40,tmean,1997,-9.77,-3.74,3.14,6.66,12.62,22.08,23.64,21.35,18.41,11.67,0.38,-2.3
IA,40,tmean,1998,-5.08,0.96,-0.74,9.66,18.49,19.48,23.73,23.18,20.86,12.37,4.86,-1.42
IA,40,tmean,1999,-8.04,0,2.43,9.57,15.77,20.35,24.86,21.35,16.51,10.58,7.11,-2.24
IA,40,tmean,2000,-4.91,0.22,6.07,9.79,17.65,20.32,22.75,23.23,18.42,12.76,-0.76,-12.16
IA,40,tmean,2001,-6.03,-8.52,-1.03,11.03,16.2,20.59,24.37,22.9,16.67,10.47,8.89,-1.01
IA,40,tmean,2002,-2.52,-1.91,-1.48,9.6,13.98,23.25,25.11,21.79,18.14,7.45,1.24,-1.79
IA,40,tmean,2003,-7.1,-6.65,1.53,10.34,14.22,19.78,22.98,23.44,15.94,11.71,1.69,-2.28
IA,40,tmean,2004,-8.04,-6.32,4.7,10.46,15.83,19.3,21.55,19.31,19.6,11.48,4.48,-3
IA,40,tmean,2005,-7.77,-0.74,2.45,11.56,14.62,22.41,24.09,22.14,20.05,11.44,4.25,-6.61
IA,40,tmean,2006,0.47,-3.81,2.11,11.82,16.32,21.8,24.53,22.24,15.31,8.98,3.41,-0.91
IA,40,tmean,2007,-6.66,-8.92,5.34,7.99,18.32,21.64,23.96,23.61,17.86,13.18,2.8,-6.83
IA,40,tmean,2008,-8.8,-8.19,0.46,6.86,14.23,20.86,23.2,21.38,17.36,10.52,2.7,-7.83
IA,40,tmean,2009,-9.62,-2.53,2.31,7.88,15.84,20.42,20.3,20.17,17.16,6.77,6.12,-7.61
IA,40,tmean,2010,-10.94,-8.74,2.36,12.45,15.09,21.4,23.32,23.62,17.24,12.24,2.61,-6.84
IA,40,tmean,2011,-10.33,-5.92,1.3,8.3,15.05,20.96,25.48,22.06,15.43,11.75,3.22,-2.72
IA,40,tmean,2012,-3.03,-2.82,10.55,11.8,18.33,22,26.31,21.8,16.81,8.83,3.86,-3.32
IA,40,tmean,2013,-6.21,-4.42,-1.69,5.74,14.41,20.52,22.37,22.2,19.7,10.08,0.89,-8.04
IA,40,tmean,2014,-9.04,-9.53,-1.18,8.6,15.6,21.17,20.39,21.66,16.69,11.12,-1.54,-2.21
IA,40,tmean,2015,-5.46,-9.13,3.52,10.33,15.03,20.95,22.22,20.52,20,12.13,5.47,-0.74
IA,40,tmin,1950,-15.4,-11.05,-6.28,-0.15,8.49,13.75,14.53,13.76,9.79,6.71,-5.39,-11.6
IA,40,tmin,1951,-12.94,-9.33,-7.84,1.29,10.23,13.02,16.22,15.65,9.41,5.02,-6.16,-11.87
IA,40,tmin,1952,-12.54,-4.18,-4.87,2.97,8.97,16.79,16.91,15.11,11.11,0.6,-2.83,-8.21
IA,40,tmin,1953,-10.72,-7.37,-2.6,0.6,9.19,16.51,17.11,15.94,10.2,6.59,-1.32,-7.52
IA,40,tmin,1954,-14.88,-3.2,-5.2,3.91,6.24,16.7,18.68,16.85,12.68,5.6,-0.9,-6.65
IA,40,tmin,1955,-11.4,-13.02,-5.96,6.01,10.19,12.98,20.22,17.9,11.84,4.6,-7.13,-12.23
IA,40,tmin,1956,-12.69,-11.38,-5.29,0.18,9.75,16.64,15.89,16.5,9.47,7.11,-2.82,-7.38
IA,40,tmin,1957,-14.99,-7.01,-3.91,2.66,8.65,13.86,19.44,16.82,9.82,4.4,-2.38,-5.39
IA,40,tmin,1958,-8.97,-14.25,-3.87,2.83,9.31,12.74,15.7,16.47,11.65,5.25,-2.66,-12.06
IA,40,tmin,1959,-14.94,-12.45,-3.33,2.23,10.77,15.88,15.7,18.96,11.33,2.95,-7.18,-3.84
IA,40,tmin,1960,-12.36,-11.79,-12.36,3.99,8.58,13.66,16.1,16.6,12.43,4.12,-2.43,-10
IA,40,tmin,1961,-12.89,-8.2,-2,0.44,7.45,13.8,16.43,15.93,10.56,5,-3.11,-12.29
IA,40,tmin,1962,-15.28,-9.62,-7.54,1.49,12.81,14.2,16.49,15.4,9.18,6.8,-0.94,-9.15
IA,40,tmin,1963,-17.53,-12,-1.78,4.27,9.26,16.55,17.84,16.04,12.84,9.25,-0.76,-14.97
IA,40,tmin,1964,-9.03,-8.6,-6.92,3.8,11.82,14.33,18.24,14,11.22,2.8,-0.87,-11.91
IA,40,tmin,1965,-13.21,-14.17,-9.39,2.63,11.41,14.78,17.02,14.97,9.11,5.43,-2.29,-4.95
IA,40,tmin,1966,-15.38,-11.22,-2.15,1.13,6.59,14.17,19.03,13.86,9.61,3.22,-3.6,-10.35
IA,40,tmin,1967,-11.88,-12.27,-2.87,3.22,7.08,14.57,15.35,13.96,8.92,3.77,-3.9,-7.57
IA,40,tmin,1968,-12.85,-10.58,-2.59,3.13,6.45,15.01,16.75,16.29,10.61,5.57,-2.99,-10.41
IA,40,tmin,1969,-14.62,-8.99,-8.46,3.22,9.96,11.79,18.1,16.39,11.45,3.39,-2.88,-9.67
IA,40,tmin,1970,-17.2,-9.77,-5.7,2.56,11.05,15.08,16.82,16.6,11.67,4.61,-2.68,-9.37
IA,40,tmin,1971,-14.7,-10.45,-4.63,3.26,7.47,16.99,15.17,14.61,10.98,7.78,-1.51,-7.44
IA,40,tmin,1972,-14.26,-13.73,-3.3,2,10.23,13.96,16.33,16.16,11.47,2.78,-1.87,-12.48
IA,40,tmin,1973,-10.89,-7.96,1.11,2.54,8.15,15.1,17.38,17.12,11.9,7.43,-1.09,-10.19
IA,40,tmin,1974,-13.54,-8.29,-2.58,3.92,9.14,13.1,18.54,14.14,8.13,4.83,-1.53,-8.1
IA,40,tmin,1975,-12.24,-11.47,-7.54,1.79,10.66,14.66,17.16,17.34,8.97,4.27,-1.11,-7.56
IA,40,tmin,1976,-12.11,-5.35,-2.97,4.86,7.38,13.94,17.33,15.54,10.59,1.14,-7.04,-13.33
IA,40,tmin,1977,-18.96,-9.3,-0.22,6.17,13.22,15.1,18.25,14.68,12.19,4.32,-2.48,-10.25
IA,40,tmin,1978,-18.02,-16.68,-6.19,4,9.08,14.41,17.18,15.74,13.37,3.66,-3.23,-11.79
IA,40,tmin,1979,-19.15,-17.88,-4.83,1.64,7.55,14.18,16.78,16.42,11.29,3.78,-3.13,-7.21
IA,40,tmin,1980,-10.05,-11.37,-5.21,2.86,8.8,14.87,18.23,17.18,11.35,2.49,-2.37,-9.04
IA,40,tmin,1981,-10.86,-8.8,-3.33,6.01,7.83,14.96,17.94,15.22,10.53,3.78,-0.38,-9.77
IA,40,tmin,1982,-18.62,-11.77,-4.4,0.78,11.3,12.06,17.84,16.04,11.51,5.3,-3.39,-6.72
IA,40,tmin,1983,-8.65,-5.88,-2.26,0.76,6.7,14.67,18.83,19.48,11.36,5.31,-0.43,-18.53
IA,40,tmin,1984,-11.68,-4.6,-6.13,2.75,7.94,15.78,16.22,16.61,9.69,5.78,-2.22,-9.15
IA,40,tmin,1985,-14.28,-11.76,-1.14,5.24,10.98,12.82,15.89,14.23,12.19,4.83,-6.63,-16.34
IA,40,tmin,1986,-8.53,-10.42,-1.59,4.25,10.29,16.25,18.6,14.27,13.27,5.59,-5.5,-7.36
IA,40,tmin,1987,-8.42,-4.99,-1,3.81,11.76,16.44,18.54,15.76,11,1.34,0.65,-5.31
IA,40,tmin,1988,-14.3,-12.6,-3.75,1.37,11.47,16.51,17.09,17.47,11.36,1.55,-2.27,-8.59
IA,40,tmin,1989,-6.87,-15.34,-4.81,3.05,7.87,13.61,17.9,16.01,9.96,4.12,-5.89,-15.34
IA,40,tmin,1990,-6.71,-8.42,-1.72,2.22,7.6,15.79,17.28,16.8,12.93,3.26,-1.43,-12.07
IA,40,tmin,1991,-15.82,-6.62,-2.25,4.86,12.43,17.31,17.17,16.23,10.7,3.14,-6.95,-6.76
IA,40,tmin,1992,-6.29,-3.85,-1.65,1.56,8.8,13.15,15.09,13.33,10.25,3.99,-2.39,-8.1
IA,40,tmin,1993,-13.64,-11.31,-4.85,1.5,9.3,13.92,18.02,17.17,8.53,3.95,-5,-7.97
IA,40,tmin,1994,-16.46,-13.76,-3.31,2.18,9.3,16.22,15.32,14.77,11.81,6.55,-1.01,-7.94
IA,40,tmin,1995,-11.51,-7.95,-2.73,1.28,7.87,15.24,17.08,19.06,9.28,4.68,-5.82,-7.81
IA,40,tmin,1996,-13.96,-10.03,-8.14,0.55,8.81,15.44,15.99,15.67,10.2,4.55,-5.37,-11.71
IA,40,tmin,1997,-14.91,-8.14,-3.33,0.45,5.87,15.2,17.93,15.43,11.63,4.95,-4.19,-5.81
IA,40,tmin,1998,-8.9,-3.04,-4.88,3.72,12.14,13.96,18.31,18.02,13.58,6.28,-0.22,-7.44
